isin,date
XS2036813306,2019Q4
XS2060594863,2019Q4
FR0125289241,2019Q4
XS2060619017,2019Q4
XS2040051257,2019Q4
XS1934290922,2019Q4
XS2044397029,2019Q4
FR0125824401,2019Q4
XS2034165550,2019Q4
XS2039604769,2019Q4
XS2040064078,2019Q4
XS2040479870,2019Q4
FR0125345936,2019Q4
FR0125579278,2019Q4
XS2051159270,2019Q4
XS2039620534,2019Q4
FR0125694531,2019Q4
XS2004792623,2019Q4
XS2040997319,2019Q4
XS2060589608,2019Q4
XS2029531667,2019Q4
XS2057069689,2019Q4
BE6315055648,2019Q4
XS2041617049,2019Q4
XS2049577468,2019Q4
XS2050915219,2019Q4
XS2034060025,2019Q4
FR0125664013,2019Q4
FR0125739047,2019Q4
FR0125820490,2019Q4
FR0125872939,2019Q4
XS1978675152,2019Q4
XS2003451346,2019Q4
XS2049595361,2019Q4
FR0125349755,2019Q4
XS2048470020,2019Q4
BE6312356817,2019Q4
XS2029658577,2019Q4
BE6309689337,2019Q4
BE6310953367,2019Q4
BE6316508629,2019Q4
FR0125825325,2019Q4
XS2050931927,2019Q4
FR0125350639,2019Q4
BE6309025482,2019Q4
LU0334612677,2019Q4
XS1569752733,2019Q4
XS2008623683,2019Q4
XS1778819968,2019Q4
MX01ME050007,2019Q4
XS2088760157,2019Q4
TH0834010R10,2019Q4
DE0008739814,2019Q4
DE0005801500,2019Q4
NL0000397776,2019Q4
GB00B1YW2J11,2019Q4
FR0011381052,2019Q4
TH0821010004,2019Q4
AU0000TLSCA6,2019Q4
KR7006070007,2019Q4
XS2051843683,2019Q4
US25525P3055,2019Q4
US3130AGPJ82,2019Q4
US3130AGQX67,2019Q4
US3130AGRQ08,2019Q4
US3130AH3A99,2019Q4
US3130AHKY87,2019Q4
US3130AHL504,2019Q4
US3130AHLC58,2019Q4
US3130AHNC31,2019Q4
US3130AHNP44,2019Q4
US3130AHP729,2019Q4
US3130AHP802,2019Q4
US3130AHPS64,2019Q4
US3130AHQC04,2019Q4
US3130AHQJ56,2019Q4
US3130AHR394,2019Q4
US3133EKD295,2019Q4
US3133EKQD19,2019Q4
US3134GTUZ49,2019Q4
US3134GTX248,2019Q4
US31395XJQ97,2019Q4
US6903536H50,2019Q4
XS2091121322,2019Q4
XS2079384249,2019Q4
XS2096034546,2019Q4
US00850UA386,2019Q4
US00850UBD54,2019Q4
US00851BDV45,2019Q4
US00851BDT98,2019Q4
US01329WBM29,2019Q4
US02088WE488,2019Q4
US05253MMP67,2019Q4
US06053P3T22,2019Q4
US06417MFY66,2019Q4
XS2092447569,2019Q4
XS2093169949,2019Q4
US09660XAC39,2019Q4
US06119QA313,2019Q4
US06119QA800,2019Q4
US06119QAA58,2019Q4
US62479LCD55,2019Q4
US55379W4J28,2019Q4
US55379W4S27,2019Q4
US55379W2H89,2019Q4
US55379WY261,2019Q4
US55379WY832,2019Q4
US0667K0F240,2019Q4
US0667K0D344,2019Q4
US0667K0EF66,2019Q4
US05971XQG96,2019Q4
US07644ACP75,2019Q4
US07646KEP12,2019Q4
US07644DHR26,2019Q4
XS2086635344,2019Q4
FR0125975948,2019Q4
US05571BG158,2019Q4
US05571BC272,2019Q4
FR0125871659,2019Q4
US13608CHM73,2019Q4
US13608CJG87,2019Q4
XS2078380552,2019Q4
XS2078380636,2019Q4
US16891MBE84,2019Q4
US16955AUJ59,2019Q4
US16955AUU05,2019Q4
US16955AVA32,2019Q4
US16955AUY27,2019Q4
US16955AUW60,2019Q4
US16955AVD70,2019Q4
US16955AVF29,2019Q4
US16955AVL96,2019Q4
US16955AVJ41,2019Q4
US16955AVR66,2019Q4
US63873LCY92,2019Q4
US90276JGF75,2019Q4
US06417LMN46,2019Q4
US06417LMV61,2019Q4
US20272AL388,2019Q4
US20272AJ317,2019Q4
US20272AJ499,2019Q4
XS2079396334,2019Q4
US23305DDD49,2019Q4
XS2078668493,2019Q4
XS2082900619,2019Q4
XS2093160054,2019Q4
XS2087595315,2019Q4
XS2091496641,2019Q4
XS2092433775,2019Q4
XS2083140256,2019Q4
XS2085654510,2019Q4
US31428FAA30,2019Q4
US31849HA693,2019Q4
US31849HB766,2019Q4
US31849HBB78,2019Q4
US31849HAE27,2019Q4
US31849HBQ48,2019Q4
XS2084802862,2019Q4
XS2078368268,2019Q4
XS2078371056,2019Q4
XS2091110986,2019Q4
XS2093130495,2019Q4
XS2093145766,2019Q4
XS2085665391,2019Q4
XS2092619522,2019Q4
US38346LA224,2019Q4
US40433FQH54,2019Q4
US45581BAQ05,2019Q4
US45580DD840,2019Q4
US45580DD923,2019Q4
US45580DF258,2019Q4
XS2078379208,2019Q4
XS2078378499,2019Q4
XS2091150180,2019Q4
XS2091132014,2019Q4
XS2079802778,2019Q4
XS2080337434,2019Q4
XS2085867344,2019Q4
XS2079388661,2019Q4
BE6317213880,2019Q4
US4823TCEX72,2019Q4
XS2090960563,2019Q4
XS2094073298,2019Q4
XS2096039693,2019Q4
XS2086495079,2019Q4
FR0125951634,2019Q4
FR0125951691,2019Q4
XS2093638109,2019Q4
XS2078691396,2019Q4
XS2075789599,2019Q4
XS2084488381,2019Q4
XS2093082159,2019Q4
US53944QD807,2019Q4
US53944QAT76,2019Q4
US57666AA281,2019Q4
US57666AB438,2019Q4
XS2078536401,2019Q4
XS2079397738,2019Q4
US60682YB521,2019Q4
US60710AFU16,2019Q4
US60710AFY38,2019Q4
XS2079387267,2019Q4
US60683BVL43,2019Q4
XS2078381444,2019Q4
US63254GLK93,2019Q4
US63307NDT19,2019Q4
XS2079333683,2019Q4
XS2093154164,2019Q4
US63873N5Y37,2019Q4
US63873N7A33,2019Q4
XS2091465505,2019Q4
XS2094068025,2019Q4
US65558JC394,2019Q4
US65558TJH95,2019Q4
US65558THE82,2019Q4
US65602VWT96,2019Q4
US65602VUH76,2019Q4
US65602VTT34,2019Q4
US65602VSB35,2019Q4
US65602VQG40,2019Q4
US65602VNZ57,2019Q4
XS2084653844,2019Q4
XS2081559200,2019Q4
US69034CKE74,2019Q4
US69034CJS89,2019Q4
XS2025445847,2019Q4
US78014XCZ87,2019Q4
US78014XDR52,2019Q4
US78014XDZ78,2019Q4
US78014XCC92,2019Q4
US78014XBB29,2019Q4
US78014XAV91,2019Q4
US82124LC671,2019Q4
US82124LBR24,2019Q4
US82487BCK98,2019Q4
US82487BCJ26,2019Q4
US83050PEB13,2019Q4
US83050TGM71,2019Q4
US86562KA203,2019Q4
US85325T5A94,2019Q4
US85324TAA43,2019Q4
US85520LD774,2019Q4
BE6316028677,2019Q4
BE6316029683,2019Q4
BE6316041803,2019Q4
BE6316050895,2019Q4
US89114NDN21,2019Q4
US89120D2A68,2019Q4
US89232BBW72,2019Q4
US89232BBE74,2019Q4
US89233A3S64,2019Q4
US89233A3T48,2019Q4
US89233LCD55,2019Q4
US89233GB394,2019Q4
US89233GB543,2019Q4
US92646KA289,2019Q4
US9612C4D814,2019Q4
US9612C4D574,2019Q4
DE000C3Z31V0,2019Q4
DE0005853576,2019Q4
GB00B02JJN05,2019Q4
CH0181646883,2019Q4
CH0226274261,2019Q4
USU24713AF38,2019Q4
US33844HAH66,2019Q4
SE0009320617,2019Q4
XS1518718363,2019Q4
NO0010661051,2019Q4
NO0010714520,2019Q4
XS1089556358,2019Q4
IT0004961360,2019Q4
SE0008294250,2019Q4
SE0009357403,2019Q4
CH0254281626,2019Q4
XS1091688660,2019Q4
XS2083146451,2019Q4
XS2096693580,2019Q4
XS2096640110,2019Q4
XS2064243038,2019Q4
GB00BHLCSP49,2019Q4
GB00BHLFCH36,2019Q4
GB00BHLF9C70,2019Q4
GB00BHLCB440,2019Q4
GB00BHLDKN97,2019Q4
GB00BHLF6937,2019Q4
XS2063421882,2019Q4
XS2095990581,2019Q4
XS2063287119,2019Q4
XS2078683021,2019Q4
XS2051380991,2019Q4
XS2039981126,2019Q4
XS2027371967,2019Q4
XS2041647541,2019Q4
XS2042388558,2019Q4
XS2044314693,2019Q4
XS2088665836,2019Q4
GB00BHLBGC49,2019Q4
GB00BHLFNF84,2019Q4
GB00BHLDDP29,2019Q4
GB00BHLFK576,2019Q4
GB00BHLFMT55,2019Q4
GB00BHLCN932,2019Q4
XS2078681165,2019Q4
XS2091083217,2019Q4
XS2093113723,2019Q4
XS2081609823,2019Q4
XS2065580917,2019Q4
XS2065015534,2019Q4
XS2078666794,2019Q4
XS2064298529,2019Q4
XS2051674120,2019Q4
XS2079725250,2019Q4
XS2067017736,2019Q4
XS2067274626,2019Q4
XS2056372498,2019Q4
XS2073760196,2019Q4
XS2050931687,2019Q4
XS2064412914,2019Q4
XS2078921736,2019Q4
XS2093893126,2019Q4
XS2096641274,2019Q4
XS2069483290,2019Q4
XS2097344787,2019Q4
GB00BHLDJ102,2019Q4
XS2042815055,2019Q4
XS2039721217,2019Q4
GB00BHLF0245,2019Q4
GB00BHLFKK23,2019Q4
GB00BHLF6374,2019Q4
XS2079690108,2019Q4
XS2051408081,2019Q4
XS2072784916,2019Q4
XS2060597452,2019Q4
XS2039747360,2019Q4
XS2091883418,2019Q4
XS2092415103,2019Q4
XS2066355418,2019Q4
GB00BHLF7455,2019Q4
XS2038927641,2019Q4
BE6316071131,2019Q4
BE6316031705,2019Q4
BE6315959955,2019Q4
XS2061892316,2019Q4
XS2064238467,2019Q4
GB00BHLDNM95,2019Q4
XS2096621599,2019Q4
GB00BHLF2H31,2019Q4
XS2064469609,2019Q4
XS2080997955,2019Q4
XS2042395256,2019Q4
XS2024526639,2019Q4
GB00BHLDWW27,2019Q4
GB00BHLCYH82,2019Q4
GB00BHLCZP32,2019Q4
GB00BHLF7C31,2019Q4
GB00BHLFJV64,2019Q4
GB00BHLFKL30,2019Q4
XS2057847217,2019Q4
XS2060594434,2019Q4
XS1999876748,2019Q4
GB00BHLBRG59,2019Q4
BE6313542068,2019Q4
XS1891300748,2019Q4
XS2004495508,2019Q4
BE6313490516,2019Q4
XS2038863903,2019Q4
GB00BHLDFP68,2019Q4
XS1991116044,2019Q4
XS2028789894,2019Q4
XS2038592445,2019Q4
GB00BHLC4M39,2019Q4
XS2010197882,2019Q4
XS0458569927,2019Q4
GB00BHLD4C62,2019Q4
GB00BHLCNF95,2019Q4
GB00BHLDJ094,2019Q4
GB00BHLC6Q17,2019Q4
GB00BHLD1W53,2019Q4
XS2022041128,2019Q4
XS2051666290,2019Q4
XS2009127569,2019Q4
XS2047488619,2019Q4
XS1997056954,2019Q4
GB00BHLC8324,2019Q4
GB00BHLCBG64,2019Q4
XS2055622737,2019Q4
GB00BHLC5866,2019Q4
GB00BHLD2K07,2019Q4
XS1899145806,2019Q4
XS1906449449,2019Q4
XS2012923954,2019Q4
GB00BHLDMY43,2019Q4
XS1992087137,2019Q4
XS2053551466,2019Q4
XS2044909617,2019Q4
XS1920031728,2019Q4
XS1903323902,2019Q4
XS1910251724,2019Q4
XS1735765288,2019Q4
XS2013605873,2019Q4
XS2020695503,2019Q4
XS2025451225,2019Q4
XS2028121049,2019Q4
XS2056438695,2019Q4
XS1982703859,2019Q4
XS2039613836,2019Q4
GB00BHLCQ059,2019Q4
XS1917920339,2019Q4
XS2044909377,2019Q4
XS2034068788,2019Q4
XS2049721413,2019Q4
XS2056438851,2019Q4
XS2056570455,2019Q4
XS1722866156,2019Q4
GB00BHLC0032,2019Q4
XS2008754439,2019Q4
XS2027724124,2019Q4
GB00BHLD6R55,2019Q4
XS2001192074,2019Q4
XS2008043411,2019Q4
XS2037326944,2019Q4
XS2018731930,2019Q4
XS2031277317,2019Q4
XS2010605082,2019Q4
GB00BDXMTQ29,2019Q4
US62913F5089,2019Q4
US62942X3061,2019Q4
US62942X4051,2019Q4
CH0027442430,2019Q4
US82124LFA52,2019Q4
XS2114730299,2019Q4
XS2132026936,2019Q4
XS2132472981,2019Q4
XS2115185378,2019Q4
XS2121407675,2019Q4
XS2122422418,2019Q4
XS2127141609,2019Q4
XS2113169184,2019Q4
US02088WFS44,2019Q4
US05253MNA89,2019Q4
XS2115110103,2019Q4
US06366GJE08,2019Q4
US09657RJ813,2019Q4
US09657RHX89,2019Q4
XS2128003410,2019Q4
XS2100422455,2019Q4
FR0126107517,2019Q4
XS2102399958,2019Q4
XS2122536266,2019Q4
US06743LD174,2019Q4
US06945LD217,2019Q4
US07644AJ967,2019Q4
US07644AJE55,2019Q4
XS2114794774,2019Q4
XS2105009281,2019Q4
US09659BD154,2019Q4
US09660YCE59,2019Q4
XS2121406354,2019Q4
XS2122431591,2019Q4
US13608AJA51,2019Q4
US16706CLS34,2019Q4
US16891MD144,2019Q4
US13608CKG68,2019Q4
US90276JJE73,2019Q4
US06417LPK79,2019Q4
US20272AS235,2019Q4
US20272AQ825,2019Q4
US20272AQ908,2019Q4
US20272AR328,2019Q4
XS2117548003,2019Q4
US22536NAP15,2019Q4
US22536UZH66,2019Q4
XS2113670165,2019Q4
XS2110884199,2019Q4
US22549LQ995,2019Q4
US2284K0D103,2019Q4
XS2114734010,2019Q4
XS2125157284,2019Q4
XS2118245575,2019Q4
XS2122533677,2019Q4
XS2105058577,2019Q4
XS2113168376,2019Q4
XS2113908086,2019Q4
XS2122431674,2019Q4
US29604CE814,2019Q4
US29604CEC29,2019Q4
XS2122463016,2019Q4
US29604CDQ24,2019Q4
XS2122463289,2019Q4
US29604CDU36,2019Q4
XS2132476206,2019Q4
XS2043820344,2019Q4
US30229AJQ31,2019Q4
US50286LD187,2019Q4
US50286LD757,2019Q4
US31428FG903,2019Q4
US31428FGP45,2019Q4
XS2113169002,2019Q4
XS2132633236,2019Q4
XS2122483550,2019Q4
BE6318505227,2019Q4
XS2125929195,2019Q4
US38346LD376,2019Q4
XS2100771380,2019Q4
XS2115178837,2019Q4
XS2114807188,2019Q4
US44988GBV95,2019Q4
FR0126129875,2019Q4
FR0126130840,2019Q4
FR0126131285,2019Q4
BE6318967963,2019Q4
BE6319411557,2019Q4
BE6319423677,2019Q4
XS2116417382,2019Q4
XS2131856838,2019Q4
XS2131865235,2019Q4
XS2113114792,2019Q4
XS2113115419,2019Q4
FR0126104829,2019Q4
FR0126104860,2019Q4
FR0126105032,2019Q4
XS2131796083,2019Q4
XS2101329378,2019Q4
XS2113170943,2019Q4
XS2114356319,2019Q4
XS2116415410,2019Q4
XS2102901688,2019Q4
XS2104159475,2019Q4
XS2117636980,2019Q4
US63254GNA93,2019Q4
XS2116661708,2019Q4
XS2101360373,2019Q4
US63975UEU25,2019Q4
US65558TVQ56,2019Q4
XS2102928459,2019Q4
XS2102928707,2019Q4
XS2116395554,2019Q4
XS2101360613,2019Q4
US62939LGL71,2019Q4
US62939LD716,2019Q4
US67616RH325,2019Q4
XS2134693634,2019Q4
XS2101347511,2019Q4
XS2102400558,2019Q4
XS2105829084,2019Q4
XS2114785863,2019Q4
XS2122384063,2019Q4
US21687AD185,2019Q4
US78014XFJ19,2019Q4
XS2118280481,2019Q4
XS2106612638,2019Q4
US83368YEP88,2019Q4
XS2116444949,2019Q4
XS2122483048,2019Q4
BE6318774971,2019Q4
US86960LAN01,2019Q4
US89114NHJ72,2019Q4
US89120DRG69,2019Q4
US89120DR842,2019Q4
US89152ED132,2019Q4
XS2116386991,2019Q4
US92646KD333,2019Q4
US96122JEX37,2019Q4
XS1978676127,2019Q4
XS1967650422,2019Q4
XS1880858904,2019Q4
BE6313548123,2019Q4
XS1967647394,2019Q4
XS2009162475,2019Q4
GB00BHLB9364,2019Q4
XS1961879878,2019Q4
GB00BHLCGB64,2019Q4
FR0125820433,2019Q4
FR0125803421,2019Q4
GB00BHLBX453,2019Q4
GB00BHLD7507,2019Q4
GB00BXRHT635,2019Q4
GB00BHLBJ148,2019Q4
XS2023624195,2019Q4
XS2049553014,2019Q4
XS2049614410,2019Q4
XS2049616381,2019Q4
XS2017345922,2019Q4
XS2049713071,2019Q4
BE6313553172,2019Q4
GB00BHLCTS45,2019Q4
BE6313543074,2019Q4
GB00BHLBG797,2019Q4
XS2016773199,2019Q4
GB00BHLCTQ21,2019Q4
GB00BHLCTR38,2019Q4
XS2033322467,2019Q4
GB00BHLD8M41,2019Q4
GB00BHLB9Y73,2019Q4
XS2031239226,2019Q4
XS1970460587,2019Q4
GB00BXRHW084,2019Q4
XS2013610444,2019Q4
XS2023633261,2019Q4
XS1973585729,2019Q4
XS2018612338,2019Q4
XS2015272441,2019Q4
GB00BXRJ2829,2019Q4
GB00BHLD5F68,2019Q4
XS2029554289,2019Q4
XS2023675429,2019Q4
GB00BHLB7R66,2019Q4
GB00BXRHRV41,2019Q4
BE6313530915,2019Q4
XS2012016833,2019Q4
XS2011142929,2019Q4
XS2049040905,2019Q4
XS2023830503,2019Q4
GB00BHLCJM84,2019Q4
XS2009126751,2019Q4
XS2040059151,2019Q4
XS2031947141,2019Q4
XS2009040796,2019Q4
XS2019396667,2019Q4
GB00BXRHNZ09,2019Q4
GB00BXRHZW16,2019Q4
XS2031867620,2019Q4
XS2035475792,2019Q4
GB00BXRHXW75,2019Q4
GB00BXRHZQ55,2019Q4
GB00BHLBM373,2019Q4
GB00BHLCH132,2019Q4
GB00BHLCTC84,2019Q4
GB00BHLD7H23,2019Q4
XS2035201743,2019Q4
XS2016114741,2019Q4
XS2010328735,2019Q4
XS2024516911,2019Q4
XS2001186936,2019Q4
XS2016766227,2019Q4
XS2015217420,2019Q4
XS2036232325,2019Q4
FR0125773285,2019Q4
XS2043953657,2019Q4
GB00BHLBVR43,2019Q4
BE6313526871,2019Q4
GB00BXRHTD09,2019Q4
XS2016075074,2019Q4
GB00BDXND520,2019Q4
XS2027942460,2019Q4
XS2034854765,2019Q4
BE6313473348,2019Q4
XS2014272319,2019Q4
XS2030412683,2019Q4
XS1966666726,2019Q4
XS1961112981,2019Q4
GB00BHLB6Z75,2019Q4
XS2048464056,2019Q4
XS1997082109,2019Q4
XS2049714806,2019Q4
XS2042639067,2019Q4
XS2023690816,2019Q4
XS0331313055,2019Q4
FR0010814418,2019Q4
XS0103214762,2019Q4
FR0125871634,2019Q4
FR0125871808,2019Q4
US00084BHR87,2019Q4
US01329WA923,2019Q4
US06370R4T33,2019Q4
US0667K0DH32,2019Q4
US06742QZD77,2019Q4
US06742TQT69,2019Q4
US08224LA229,2019Q4
US13608AA229,2019Q4
US16536HA273,2019Q4
US22845APH76,2019Q4
US25215VA662,2019Q4
US29878RDM79,2019Q4
US31428FBM68,2019Q4
US31428HBA86,2019Q4
US40433FPU74,2019Q4
US40433FQJ11,2019Q4
US44988GBR83,2019Q4
US44988GBT40,2019Q4
US48803MPB99,2019Q4
US60710AG719,2019Q4
US60710AGG13,2019Q4
US63975WCE66,2019Q4
US65602VPY64,2019Q4
US65602VTZ93,2019Q4
US65602VVJ24,2019Q4
US65602VWU69,2019Q4
US69034CKC19,2019Q4
US76582JC367,2019Q4
US78014XBL01,2019Q4
US78014XED57,2019Q4
US83050PEY16,2019Q4
US85325T5J04,2019Q4
US85325V2J86,2019Q4
US86564F2L62,2019Q4
US87019VZJ96,2019Q4
US89114NBJ37,2019Q4
US90276JHQ22,2019Q4
US9612C4J365,2019Q4
XS2068971048,2019Q4
XS2074651600,2019Q4
XS2078978504,2019Q4
XS2079404963,2019Q4
XS2080558286,2019Q4
XS2081384484,2019Q4
XS2081384567,2019Q4
XS2083156179,2019Q4
XS2084776173,2019Q4
XS2089307537,2019Q4
XS2089976455,2019Q4
XS2091467469,2019Q4
XS2091916523,2019Q4
XS2092185268,2019Q4
XS2092749493,2019Q4
XS2092773444,2019Q4
XS2092779136,2019Q4
XS2093068596,2019Q4
XS2093766017,2019Q4
XS2094033664,2019Q4
XS2094080582,2019Q4
XS2094522609,2019Q4
XS2094523086,2019Q4
XS2095327784,2019Q4
XS1188024548,2019Q4
XS1963482390,2019Q4
CA129587AA99,2019Q4
XS0304599540,2019Q4
XS1394069584,2019Q4
XS2080769909,2019Q4
XS1340857546,2019Q4
FR0004052538,2019Q4
XS1519630484,2019Q4
XS0459028626,2019Q4
GB00BDV0F150,2019Q4
GB00BFX3K770,2019Q4
GB00B90T9Z75,2019Q4
SE0006600037,2019Q4
US00084BJ219,2019Q4
XS2127208440,2019Q4
US04821TD108,2019Q4
XS2116336970,2019Q4
XS2106579753,2019Q4
XS2100771463,2019Q4
XS2112306498,2019Q4
XS2132490298,2019Q4
US09657RLW50,2019Q4
US09660XAE94,2019Q4
XS2101311244,2019Q4
XS2103022393,2019Q4
XS2147953371,2019Q4
US06742VCU35,2019Q4
FR0126179128,2019Q4
XS2102389645,2019Q4
US16536HD160,2019Q4
XS2121417716,2019Q4
XS2109779020,2019Q4
XS2121187889,2019Q4
XS2134544126,2019Q4
XS2114201895,2019Q4
XS2104932715,2019Q4
XS2112803874,2019Q4
XS2116399465,2019Q4
XS2117453808,2019Q4
BE6319115505,2019Q4
BE6318712351,2019Q4
US29878RJ175,2019Q4
XS2134539555,2019Q4
XS2133487871,2019Q4
XS2110249179,2019Q4
XS2125921531,2019Q4
XS2116399382,2019Q4
XS2114420776,2019Q4
XS2102292567,2019Q4
US40433FQV49,2019Q4
US40433FQQ53,2019Q4
XS2123007051,2019Q4
XS2103212689,2019Q4
XS2114778736,2019Q4
XS2100724116,2019Q4
FR0126129446,2019Q4
US48803NEN30,2019Q4
XS2132460465,2019Q4
XS2132237558,2019Q4
XS2130765071,2019Q4
XS2114404143,2019Q4
XS2124941787,2019Q4
XS2125157953,2019Q4
US52952LD174,2019Q4
XS2113994227,2019Q4
XS2124935466,2019Q4
XS2123026432,2019Q4
US57666AD178,2019Q4
XS2114930204,2019Q4
XS2114201978,2019Q4
XS2106523884,2019Q4
XS2122999019,2019Q4
XS2117636808,2019Q4
XS2130785699,2019Q4
US63975UF566,2019Q4
XS2133373865,2019Q4
US63975UES78,2019Q4
US65602VXJ06,2019Q4
US62939LJ341,2019Q4
XS2121160506,2019Q4
XS2112796722,2019Q4
US7443M2D112,2019Q4
US76582JD191,2019Q4
US80285PG229,2019Q4
US83369BD787,2019Q4
US83368YFA01,2019Q4
XS2101396641,2019Q4
BE6316140829,2019Q4
US87019RJ316,2019Q4
XS2125147053,2019Q4
XS2131576634,2019Q4
XS2131576550,2019Q4
XS2113814185,2019Q4
XS2121689470,2019Q4
XS2113864107,2019Q4
XS2121690486,2019Q4
XS2114793883,2019Q4
XS2111949520,2019Q4
XS2103076134,2019Q4
XS2103077884,2019Q4
XS2101444045,2019Q4
XS2100553556,2019Q4
US9612C4L338,2019Q4
US30229AGD54,2019Q4
XS0467852231,2019Q4
XS2051153828,2019Q4
XS2038860636,2019Q4
XS2053465972,2019Q4
FR0125826570,2019Q4
FR0125888364,2019Q4
GB00BHLDYM68,2019Q4
GB00BHLDV818,2019Q4
XS2053063405,2019Q4
GB00BHLCPP34,2019Q4
XS2015263028,2019Q4
XS2039784306,2019Q4
FR0125972788,2019Q4
FR0125798811,2019Q4
XS2027930291,2019Q4
XS2040999950,2019Q4
XS2070055418,2019Q4
GB00BHLF3V40,2019Q4
GB00BHLDLP86,2019Q4
GB00BHLDTX21,2019Q4
GB00BHLCT285,2019Q4
GB00BHLDJX23,2019Q4
XS2043953814,2019Q4
GB00BHLCN825,2019Q4
GB00BHLDHQ16,2019Q4
XS2079839424,2019Q4
XS2057868213,2019Q4
BE6315961977,2019Q4
BE6315975142,2019Q4
GB00BHLDDX03,2019Q4
GB00BHLDH494,2019Q4
GB00BHLDXK79,2019Q4
GB00BHLD4934,2019Q4
GB00BHLF7R83,2019Q4
XS2063571934,2019Q4
XS2083009386,2019Q4
GB00BHLFBX29,2019Q4
XS1920287361,2019Q4
BE6316039781,2019Q4
XS2042446695,2019Q4
XS1922425258,2019Q4
XS2051669807,2019Q4
XS2050783807,2019Q4
XS2064248854,2019Q4
GB00BDXNVM51,2019Q4
XS2052935744,2019Q4
XS2080548055,2019Q4
XS2063275023,2019Q4
XS2041824850,2019Q4
XS1984582103,2019Q4
XS2038970732,2019Q4
XS2021631903,2019Q4
XS2013619072,2019Q4
XS2065929742,2019Q4
XS2040395340,2019Q4
FR0125870495,2019Q4
GB00BHLDXQ32,2019Q4
XS2036410012,2019Q4
XS2012956962,2019Q4
XS2055093996,2019Q4
XS2056724193,2019Q4
XS2010529043,2019Q4
XS2040463445,2019Q4
XS2044279094,2019Q4
XS2074634697,2019Q4
GB00BHLDLX60,2019Q4
XS2065010220,2019Q4
FR0125828345,2019Q4
XS2040063930,2019Q4
XS2049053049,2019Q4
XS2065953965,2019Q4
BE0319897881,2019Q4
XS2002527641,2019Q4
XS2012084757,2019Q4
GB00BHLBTT29,2019Q4
FR0125563330,2019Q4
FR0125563090,2019Q4
XS1951422895,2019Q4
XS2041014775,2019Q4
XS2022237452,2019Q4
XS2022252923,2019Q4
XS2055726272,2019Q4
GB00BDXP4443,2019Q4
XS2047478735,2019Q4
BE6315964039,2019Q4
XS2066569133,2019Q4
XS2009155693,2019Q4
XS2068955942,2019Q4
XS2051940539,2019Q4
XS2056690949,2019Q4
XS2051785116,2019Q4
XS1972675182,2019Q4
XS2050411094,2019Q4
XS2051779069,2019Q4
XS2056624484,2019Q4
XS2010644578,2019Q4
XS2066064879,2019Q4
XS2056436053,2019Q4
XS2046628868,2019Q4
XS2029622037,2019Q4
XS2051860182,2019Q4
XS2076158208,2019Q4
XS2069298631,2019Q4
XS2001750269,2019Q4
XS2064784205,2019Q4
XS1915583758,2019Q4
XS2050646723,2019Q4
XS2065340106,2019Q4
XS2055653880,2019Q4
XS2065948700,2019Q4
XS2028874142,2019Q4
XS2028883218,2019Q4
XS2071380450,2019Q4
XS2052482770,2019Q4
XS2020613035,2019Q4
XS2068063119,2019Q4
XS2074528584,2019Q4
XS2044296189,2019Q4
XS2044476088,2019Q4
XS2022026327,2019Q4
XS2042813191,2019Q4
XS2068063382,2019Q4
XS2050783989,2019Q4
XS2073750809,2019Q4
XS2074525481,2019Q4
XS0466365383,2019Q4
GG00BFMX1M05,2019Q4
FR0011635515,2019Q4
FR0000053951,2019Q4
FR0013374402,2019Q4
FR0013374469,2019Q4
FR0013374436,2019Q4
FR0013374493,2019Q4
FR0013292703,2019Q4
FR0013215407,2019Q4
FR0000054033,2019Q4
FR0011532431,2019Q4
XS2078361768,2019Q4
XS2026743216,2019Q4
GB00BHLCLP53,2019Q4
XS2059653431,2019Q4
XS2069301286,2019Q4
XS2098791820,2019Q4
XS1963226474,2019Q4
GB00BHLDNR41,2019Q4
XS2083187216,2019Q4
XS2068245492,2019Q4
XS2096457002,2019Q4
XS2037189698,2019Q4
XS2099056983,2019Q4
XS2099049772,2019Q4
XS2078680787,2019Q4
XS2058683561,2019Q4
XS2093101637,2019Q4
XS2099068996,2019Q4
GB00BHLF3F81,2019Q4
GB00BHLFT494,2019Q4
GB00BHLDV149,2019Q4
XS2092755466,2019Q4
XS2093882608,2019Q4
XS2096623298,2019Q4
DE000DK0TRJ7,2019Q4
XS2045757890,2019Q4
XS2078682726,2019Q4
XS2065584315,2019Q4
XS2098255388,2019Q4
XS2080687762,2019Q4
XS2066851747,2019Q4
XS2076732267,2019Q4
XS2094364697,2019Q4
XS2098278836,2019Q4
FR0125977100,2019Q4
FR0125916918,2019Q4
FR0125770315,2019Q4
GB00BHLD7M75,2019Q4
XS2091493622,2019Q4
XS2051460249,2019Q4
XS2082316691,2019Q4
XS2076083190,2019Q4
XS2097330729,2019Q4
XS2051778509,2019Q4
XS2089363951,2019Q4
XS2063012285,2019Q4
XS2082790689,2019Q4
XS2099273901,2019Q4
XS2082791810,2019Q4
XS2082792545,2019Q4
XS2069296189,2019Q4
XS2069961881,2019Q4
XS2069968977,2019Q4
XS2071386739,2019Q4
XS2066013702,2019Q4
XS2063597905,2019Q4
XS2099545084,2019Q4
XS2099290582,2019Q4
XS2093220213,2019Q4
XS2094513871,2019Q4
