isin,date
AU000000VGE8,2019Q4
AU000000WAM2,2019Q4
AU000000WLE6,2019Q4
AU0000026163,2019Q4
AU0000050809,2019Q4
AU0000ANZPD3,2019Q4
AU000XINEAJ7,2019Q4
AU3CB0266062,2019Q4
BM8113717072,2019Q4
BMG0692U1172,2019Q4
BMG393381196,2019Q4
CA00175D1006,2019Q4
CA04271B3074,2019Q4
CA04757Q1090,2019Q4
CA13765L1013,2019Q4
CA22983R1055,2019Q4
CA3719241018,2019Q4
CA4222611077,2019Q4
CA44050A1049,2019Q4
CA44055B1076,2019Q4
CA46046R1091,2019Q4
CA4889181034,2019Q4
CA53227K1012,2019Q4
CA6565685089,2019Q4
CA69328A1075,2019Q4
CA70286C2004,2019Q4
CA71646V4091,2019Q4
CA75703X1096,2019Q4
CA79780P1045,2019Q4
CA8279062076,2019Q4
CA9115211026,2019Q4
CA92209M1077,2019Q4
CH0000828076,2019Q4
CH0001514501,2019Q4
CH0001579603,2019Q4
CH0001669248,2019Q4
CH0002057070,2019Q4
CH0002775408,2019Q4
CH0002775416,2019Q4
CH0002788708,2019Q4
CH0010923875,2019Q4
CH0012171663,2019Q4
CH0013211534,2019Q4
CH0013211542,2019Q4
CH0013380867,2019Q4
CH0016431667,2019Q4
CH0021551418,2019Q4
CH0023030817,2019Q4
CH0027368999,2019Q4
CH0027752242,2019Q4
CH0198499714,2019Q4
CH0203275570,2019Q4
CH0265300464,2019Q4
CH0300397061,2019Q4
CH0301125149,2019Q4
CH0302020711,2019Q4
CH0308935029,2019Q4
CH0325713086,2019Q4
CH0331036894,2019Q4
CH0341618913,2019Q4
CH0355532810,2019Q4
CH0364549987,2019Q4
CH0367970958,2019Q4
CH0372108248,2019Q4
CH0377501603,2019Q4
CH0388310200,2019Q4
CH0389075315,2019Q4
CH0389563922,2019Q4
CH0391023485,2019Q4
CH0391023519,2019Q4
CH0400517287,2019Q4
CH0416711908,2019Q4
CH0421963809,2019Q4
CH0422606852,2019Q4
CH0428050535,2019Q4
CH0428750563,2019Q4
CH0429808543,2019Q4
CH0429809236,2019Q4
CH0429809616,2019Q4
CH0436983446,2019Q4
CH0436992967,2019Q4
CH0436997131,2019Q4
CH0438951706,2019Q4
CH0443782419,2019Q4
CH0458330096,2019Q4
CH0458331367,2019Q4
CH0458331391,2019Q4
CH0458334155,2019Q4
CH0459335813,2019Q4
CH0459341811,2019Q4
CH0459845860,2019Q4
CH0464671319,2019Q4
CH0464675997,2019Q4
CH0464681037,2019Q4
CH0464687547,2019Q4
CH0464687687,2019Q4
CH0464688230,2019Q4
CH0464694303,2019Q4
CH0467722812,2019Q4
CH0469746488,2019Q4
CH0469760588,2019Q4
CH0469766841,2019Q4
CH0470249688,2019Q4
CH0472331336,2019Q4
CH0473235999,2019Q4
CH0475084759,2019Q4
CH0475088057,2019Q4
CH0475090707,2019Q4
CH0475090715,2019Q4
CH0475093917,2019Q4
CH0475096530,2019Q4
CH0475096548,2019Q4
CH0475323389,2019Q4
CH0475323405,2019Q4
CH0480388104,2019Q4
CH0480390175,2019Q4
CH0480390480,2019Q4
CH0480391157,2019Q4
CH0480394615,2019Q4
CH0480397816,2019Q4
CH0480402293,2019Q4
CH0480403622,2019Q4
CH0480405098,2019Q4
CH0480405114,2019Q4
CH0480406658,2019Q4
CH0480406666,2019Q4
CH0480407037,2019Q4
CH0480407045,2019Q4
CH0480408571,2019Q4
CH0480420592,2019Q4
CH0480425328,2019Q4
CH0480425468,2019Q4
CH0480425476,2019Q4
CH0480426433,2019Q4
CH0480426458,2019Q4
CH0480427217,2019Q4
CH0480427449,2019Q4
CH0480427456,2019Q4
CH0480428165,2019Q4
CH0481485891,2019Q4
CH0482625545,2019Q4
CH0488721264,2019Q4
CH0489394442,2019Q4
CH0489786639,2019Q4
CH0489786654,2019Q4
CH0489786662,2019Q4
CH0489801628,2019Q4
CH0489801651,2019Q4
CH0489806338,2019Q4
CH0489808110,2019Q4
CH0489827748,2019Q4
CH0489827763,2019Q4
CH0489827797,2019Q4
CH0489827805,2019Q4
CH0490251151,2019Q4
CH0495578806,2019Q4
CH0498290219,2019Q4
CH0498293429,2019Q4
CH0498293445,2019Q4
CH0498293452,2019Q4
CH0498297636,2019Q4
CH0498302451,2019Q4
CH0498303996,2019Q4
CH0498310884,2019Q4
CH0498311486,2019Q4
CH0498313029,2019Q4
CH0498318655,2019Q4
CH0498321857,2019Q4
CH0498330965,2019Q4
CH0498331039,2019Q4
CH0498334249,2019Q4
CH0499876362,2019Q4
CH0501366667,2019Q4
CH0503165588,2019Q4
CH0506098034,2019Q4
CH0506100160,2019Q4
CH0506100178,2019Q4
CH0506111555,2019Q4
CH0506127312,2019Q4
CH0506130670,2019Q4
CH0506131553,2019Q4
CH0506325395,2019Q4
CH0506329454,2019Q4
CH0506569471,2019Q4
CH0506571105,2019Q4
CH0506571154,2019Q4
CH0506571220,2019Q4
CH0506571329,2019Q4
CH0507201231,2019Q4
CH0509388770,2019Q4
CH0511109438,2019Q4
CH0513373875,2019Q4
CH0513603172,2019Q4
CH0514838900,2019Q4
CH0515534623,2019Q4
DE0001581759,2019Q4
DE0005147805,2019Q4
DE0005290704,2019Q4
DE0005487805,2019Q4
DE0005577001,2019Q4
DE0005710503,2019Q4
DE0005715155,2019Q4
DE0005758650,2019Q4
DE0006065105,2019Q4
DE0006223803,2019Q4
DE0006581309,2019Q4
DE0006638349,2019Q4
DE0007029761,2019Q4
DE0007036840,2019Q4
DE0007873630,2019Q4
DE0007928673,2019Q4
DE000A0F6MD5,2019Q4
DE000A0L1NK1,2019Q4
DE000A0LDUL4,2019Q4
DE000A0PNL64,2019Q4
DE000A0XYL53,2019Q4
DE000A12UKD1,2019Q4
DE000A1619V9,2019Q4
DE000A1680H0,2019Q4
DE000A1EWXW8,2019Q4
DE000A1KQXX5,2019Q4
DE000A2GSL50,2019Q4
DE000CJ28MZ5,2019Q4
DE000CU0CUZ2,2019Q4
DE000HLB9XS0,2019Q4
DE000HV0AYF4,2019Q4
DE000TR13SM9,2019Q4
DE000TR5GXZ2,2019Q4
DE000TR5H6S5,2019Q4
DE000TR5J3R2,2019Q4
DE000TR5MVW1,2019Q4
DE000TR6DNT1,2019Q4
DE000TR6DTG5,2019Q4
DE000WGFH042,2019Q4
DK0060647600,2019Q4
EE3300107010,2019Q4
FR0011149590,2019Q4
GB00B156TD53,2019Q4
GB00B60T5T21,2019Q4
GB00B669WX96,2019Q4
GB00BJYS2173,2019Q4
GG00B92NXM24,2019Q4
HK0000122470,2019Q4
HK0000126687,2019Q4
HK0000264868,2019Q4
IE00B29SXG58,2019Q4
IE00B3BC5V13,2019Q4
IE00B3CVXM43,2019Q4
IE00B5558X31,2019Q4
IE00B57ML554,2019Q4
IE00B5BRQB73,2019Q4
IE00B7M16D46,2019Q4
IE00BBL4VV54,2019Q4
IE00BBL4VZ92,2019Q4
IE00BFNM3D14,2019Q4
IE00BG0SKF03,2019Q4
IE00BG47KB92,2019Q4
IE00BGV5VN51,2019Q4
IE00BHXMHQ65,2019Q4
IE00BJ0CFQ90,2019Q4
IE00BM67HQ30,2019Q4
IE00BMW3NY56,2019Q4
IE00BYNQMK61,2019Q4
KYG2943E1329,2019Q4
KYG6865A1013,2019Q4
KYG9317Q1120,2019Q4
LI0014803600,2019Q4
LI0015826295,2019Q4
LI0016654811,2019Q4
LI0296572667,2019Q4
LI0296576148,2019Q4
LI0296576197,2019Q4
LU0106824443,2019Q4
LU0119085867,2019Q4
LU0194874581,2019Q4
LU0242608874,2019Q4
LU0267926144,2019Q4
LU0307461391,2019Q4
LU0329761661,2019Q4
LU0372982396,2019Q4
LU0378436520,2019Q4
LU0378436793,2019Q4
LU0428745821,2019Q4
LU0449515922,2019Q4
LU0484030340,2019Q4
LU0488722801,2019Q4
LU0718610743,2019Q4
LU0927735406,2019Q4
LU0968814441,2019Q4
LU1585228296,2019Q4
LU1585228882,2019Q4
LU1587908820,2019Q4
LU1681045297,2019Q4
LU1684370999,2019Q4
LU1684371450,2019Q4
LU1694772051,2019Q4
LU1696455820,2019Q4
LU1749430796,2019Q4
LU1750178011,2019Q4
LU1769943801,2019Q4
LU1834983634,2019Q4
LU1834983808,2019Q4
LU1882445643,2019Q4
LU1900067437,2019Q4
LU1900067601,2019Q4
LU1992126562,2019Q4
LU2025863254,2019Q4
LU2025863338,2019Q4
LU2025863411,2019Q4
NL0000226892,2019Q4
NO0003089005,2019Q4
NZFCGDG005C4,2019Q4
NZFCGDT424C2,2019Q4
NZFLCE0020S7,2019Q4
NZFNZE0002S2,2019Q4
QTX001895726,2019Q4
SE0000909947,2019Q4
SE0004237899,2019Q4
SE0006881413,2019Q4
SE0009242779,2019Q4
SE0011414606,2019Q4
SE0011451962,2019Q4
SE0013121449,2019Q4
SE0013513694,2019Q4
TH0146010R19,2019Q4
TH0149010017,2019Q4
TH0159A10Z10,2019Q4
TH0454010R17,2019Q4
US0007881099,2019Q4
US0117061087,2019Q4
US0537921076,2019Q4
US0968132094,2019Q4
US1514611003,2019Q4
US2921251011,2019Q4
US30024B2034,2019Q4
US35473P6943,2019Q4
US3722791098,2019Q4
US37245M8010,2019Q4
US37954Y6243,2019Q4
US38982Q2030,2019Q4
US43741V1052,2019Q4
US45172M1080,2019Q4
US4557861030,2019Q4
US46849MBB46,2019Q4
US46849MBE84,2019Q4
US50183L1070,2019Q4
US72706H1086,2019Q4
US7864162067,2019Q4
US8270561025,2019Q4
US86688Q1004,2019Q4
US92904T1007,2019Q4
US98157D3044,2019Q4
USG7053TAA81,2019Q4
VP Bank Kassenobligation CHF,2019Q4
VP Bank Kassenobligation EUR,2019Q4
VP Bank Kassenobligation USD,2019Q4
VPLU16010211,2019Q4
VPLU16010217,2019Q4
VPLU16010226,2019Q4
VPLU16010473,2019Q4
XS0227180881,2019Q4
XS0254758872,2019Q4
XS0498817542,2019Q4
XS0649960373,2019Q4
XS0776121062,2019Q4
XS0851672435,2019Q4
XS1195548703,2019Q4
XS1214670629,2019Q4
XS1286794489,2019Q4
XS1298512010,2019Q4
XS1327927049,2019Q4
XS1524817647,2019Q4
XS1542086589,2019Q4
XS1542086829,2019Q4
XS1576653676,2019Q4
XS1586160761,2019Q4
XS1586161819,2019Q4
XS1668106559,2019Q4
XS1668107284,2019Q4
XS1668109066,2019Q4
XS1668109223,2019Q4
XS1668109579,2019Q4
XS1668110312,2019Q4
XS1917359785,2019Q4
XS2060589434,2019Q4
CH001341608,2019Q4
CH0214968320,2019Q4
CH0295995697,2019Q4
LU1451284555,2019Q4
CH025276725,2019Q4
CH034755687,2019Q4
CH0419004143,2019Q4
IE00BYTQ6S62,2019Q4
LU0306116160,2019Q4
IE00BYVTJ623,2019Q4
IE00BYVTJL70,2019Q4
YY0686328725,2019Q4
YY0693218687,2019Q4
YY0693218760,2019Q4
DE000C3ZZTQ0,2019Q4
YY0694413238,2019Q4
YY0694730433,2019Q4
DE000C3ZZTN7,2019Q4
DE000C3ZZTL1,2019Q4
DE000P0YCWE3,2019Q4
DE000P2ACQ73,2019Q4
YY0157733684,2019Q4
YY0157859760,2019Q4
YY0653547661,2019Q4
LU2037749152,2019Q4
YY0157711417,2019Q4
IE00BFNM3G45,2019Q4
QS0002103J72,2019Q4
JP3048880003,2019Q4
US739363AF64,2019Q4
US00971TAK79,2019Q4
US163092AC35,2019Q4
US207410AE17,2019Q4
US22266LAD82,2019Q4
US298736AJ83,2019Q4
US46333XAG34,2019Q4
CA286181AC61,2019Q4
US679295AC92,2019Q4
US69366JAC53,2019Q4
US784730AA12,2019Q4
US83304AAA43,2019Q4
US98986TAA60,2019Q4
US03836W2026,2019Q4
US06684LAA17,2019Q4
US22549JY951,2019Q4
US37891BAA70,2019Q4
US45765UAA16,2019Q4
US45867GAA94,2019Q4
US37954FAF18,2019Q4
US40429SAD99,2019Q4
US165ESCAB02,2019Q4
US818ESCAB11,2019Q4
US87299AUC60,2019Q4
US87299ATW44,2019Q4
US87299ATT15,2019Q4
US87299ATL88,2019Q4
US521ESC9P06,2019Q4
US521ESC9Q88,2019Q4
US22674P1030,2019Q4
US225310AL52,2019Q4
US3724ESC783,2019Q4
US89600LAA89,2019Q4
XS0973226862,2019Q4
US858ESCAA47,2019Q4
US882ESCAM84,2019Q4
US87299ATH76,2019Q4
US02744L2097,2019Q4
US525ESCB168,2019Q4
IL0011578338,2019Q4
US58404W1099,2019Q4
AU0000056269,2019Q4
AU0000046013,2019Q4
USP3R26HAB64,2019Q4
ZZ00M2789184,2019Q4
US74735PAB76,2019Q4
US90710PAK21,2019Q4
HU0000522834,2019Q4
QT0135278320,2019Q4
XD0007120450,2019Q4
EU0009656420,2019Q4
US9117941131,2019Q4
CH0002748082,2019Q4
XC0009695971,2019Q4
JP9050100081,2019Q4
KYG0400P1037,2019Q4
INE852S01026,2019Q4
CNE100001QT9,2019Q4
KYG211521060,2019Q4
KYG5960M1197,2019Q4
INE0AJG01018,2019Q4
TH9301010004,2019Q4
TH0705A10Z01,2019Q4
TH0285A10Z09,2019Q4
TH0566A10Z09,2019Q4
KR4101Q30005,2019Q4
SGXDB0159622,2019Q4
SGXDB0160059,2019Q4
XD0002749089,2019Q4
PL9999999664,2019Q4
CL0000001629,2019Q4
XS1973749267,2019Q4
XS1951318051,2019Q4
XS1906340192,2019Q4
US88883P1012,2019Q4
US50211NAG43,2019Q4
KYG3206V1187,2019Q4
US52539T1152,2019Q4
CA8239011379,2019Q4
US5246431119,2019Q4
US6290761187,2019Q4
US0894821117,2019Q4
US88633A1152,2019Q4
CA41755P1392,2019Q4
US3827881158,2019Q4
US67552A1088,2019Q4
CA89612WAC60,2019Q4
US07324SCL43,2019Q4
US30734W1172,2019Q4
US74275G1159,2019Q4
US58518F1176,2019Q4
US74640Y1148,2019Q4
US829ESC9D64,2019Q4
XS0173040899,2019Q4
US65342K1135,2019Q4
US07324YAK55,2019Q4
US829ESC9F13,2019Q4
US059500AF53,2019Q4
US3824101329,2019Q4
KYG5463L1133,2019Q4
US89615T1144,2019Q4
US50200K1161,2019Q4
US28138X1110,2019Q4
XS1903440029,2019Q4
BMG8196D1193,2019Q4
US45782N1164,2019Q4
KYG499082165,2019Q4
US8467841222,2019Q4
US29216MAC47,2019Q4
US29216MAF77,2019Q4
US61946M1181,2019Q4
US81728P1131,2019Q4
US8315501168,2019Q4
CA5667241593,2019Q4
US29216MAL46,2019Q4
US29216MAD20,2019Q4
US29216MBJ80,2019Q4
US29216MBG42,2019Q4
US38286G1177,2019Q4
US36255F1104,2019Q4
US29216MAB63,2019Q4
US29216MAX83,2019Q4
US29216MAU45,2019Q4
US29216MAT71,2019Q4
US29216MBL37,2019Q4
CA74061AAF53,2019Q4
US29216MBP41,2019Q4
US29216MBA71,2019Q4
US29216MBN92,2019Q4
US12528N1155,2019Q4
US00165R1196,2019Q4
KYG889501295,2019Q4
CA3932101254,2019Q4
CA58410QAA28,2019Q4
US29216MBB54,2019Q4
CA13480D3013,2019Q4
KYG9366W1270,2019Q4
KYG3165V1251,2019Q4
US29216MBC38,2019Q4
US29216MAM29,2019Q4
US29216MAK62,2019Q4
CA656811AA40,2019Q4
US74529JQH13,2019Q4
US29216MAN02,2019Q4
US89154L1180,2019Q4
US69338CAF86,2019Q4
KYG5223X1346,2019Q4
US89628U1161,2019Q4
US31811A1198,2019Q4
US4578671178,2019Q4
US16166A1117,2019Q4
US98421X1101,2019Q4
US72583A1198,2019Q4
KYG0080J1206,2019Q4
US75321W1119,2019Q4
US74621Q1141,2019Q4
KYG227071142,2019Q4
US745235N986,2019Q4
US74514LMZ75,2019Q4
US745235L667,2019Q4
US745235R375,2019Q4
US74514LVG93,2019Q4
US745235B262,2019Q4
US74514LZX80,2019Q4
US745211LL49,2019Q4
US74514LHC46,2019Q4
US74514LWX18,2019Q4
US74514LSS78,2019Q4
US74514LTQ04,2019Q4
US745235P700,2019Q4
US74514LTT43,2019Q4
US74514LHP58,2019Q4
US74514LTR86,2019Q4
US745235S936,2019Q4
US7451455A61,2019Q4
US74317H1133,2019Q4
US745235ZS30,2019Q4
US745145AU67,2019Q4
US74514LZV25,2019Q4
US74514LHK61,2019Q4
US74514LML89,2019Q4
US745235ZQ73,2019Q4
US745235ZY08,2019Q4
CA58810P1100,2019Q4
US68402SAC35,2019Q4
US74526QN400,2019Q4
US74526QV411,2019Q4
US74526QT696,2019Q4
US74526QU835,2019Q4
US74526QV585,2019Q4
US74514LZZ39,2019Q4
US74514LTV98,2019Q4
JE00BJJN4888,2019Q4
US3750361186,2019Q4
US74514LQB61,2019Q4
US74514LNC71,2019Q4
US74514LTM99,2019Q4
US74514LMJ34,2019Q4
US74514LTS69,2019Q4
US74514LWZ65,2019Q4
US745211LJ92,2019Q4
US74514LZM26,2019Q4
US745235M996,2019Q4
US745211LH37,2019Q4
US42087L1199,2019Q4
US745235M244,2019Q4
US269442AA70,2019Q4
US74514LA727,2019Q4
US74514LMC80,2019Q4
US2067041168,2019Q4
US90070A1117,2019Q4
US17143G1141,2019Q4
KYG189201273,2019Q4
US74526QV668,2019Q4
CA2477541122,2019Q4
US74526QM410,2019Q4
US74526QH543,2019Q4
US74526QQ213,2019Q4
US74526QX649,2019Q4
US74526QH626,2019Q4
US74526QH477,2019Q4
US74526QW575,2019Q4
US74526QG974,2019Q4
US74526QW815,2019Q4
CA34354X1160,2019Q4
US74526QN574,2019Q4
US90069K1126,2019Q4
US8388841129,2019Q4
US74514LTN72,2019Q4
US6097541147,2019Q4
US25258L1171,2019Q4
US74526QS607,2019Q4
US10319T1198,2019Q4
US36251A1152,2019Q4
KYG6455A1159,2019Q4
CA08873YAE29,2019Q4
CA08873YAD46,2019Q4
US745235VZ19,2019Q4
US745190YY85,2019Q4
CA8642961160,2019Q4
US74514LPT88,2019Q4
US09239BAA70,2019Q4
US292554AL65,2019Q4
XS1628803576,2019Q4
VGG2379F1163,2019Q4
XS1859496645,2019Q4
US413160AC64,2019Q4
US72582K1189,2019Q4
US42805EAA64,2019Q4
KYG785164016,2019Q4
XS1857763442,2019Q4
US25213A1079,2019Q4
XS1823317083,2019Q4
US745235VY44,2019Q4
US00687DAA90,2019Q4
LU2040456407,2019Q4
XS2039797548,2019Q4
XS1854513485,2019Q4
US745235B429,2019Q4
XS1951296810,2019Q4
XS1983856110,2019Q4
XS2052406241,2019Q4
CA0863441162,2019Q4
US46185LAA17,2019Q4
US98139AAA34,2019Q4
US745235L410,2019Q4
US745235L741,2019Q4
US745235L253,2019Q4
US745235D573,2019Q4
US745235M400,2019Q4
US745235A926,2019Q4
US74526QU678,2019Q4
US87105M1100,2019Q4
US745235D656,2019Q4
US74514LZP56,2019Q4
US745235B346,2019Q4
US745235ZT13,2019Q4
US62471MAC55,2019Q4
US745235D243,2019Q4
US745235SX08,2019Q4
US745235ZN43,2019Q4
US745235A769,2019Q4
US745235L907,2019Q4
US745235H202,2019Q4
US745235L584,2019Q4
US745235VR92,2019Q4
US68373P1185,2019Q4
CA886453AB52,2019Q4
US91734M1119,2019Q4
KYG3362K1206,2019Q4
US03768F2011,2019Q4
US03768F1104,2019Q4
US3134008891,2019Q4
KYG628481171,2019Q4
US03768F1021,2019Q4
US3134007497,2019Q4
KYG227071225,2019Q4
US038923AN80,2019Q4
US3134008149,2019Q4
US88165UAB52,2019Q4
KYG671451212,2019Q4
XC0009654242,2019Q4
GB0000575349,2019Q4
US3134006572,2019Q4
US3134008305,2019Q4
US1717982003,2019Q4
KYG227071068,2019Q4
US01749N1110,2019Q4
US3134008222,2019Q4
CH0007292102,2019Q4
US3134007232,2019Q4
USU40462AE04,2019Q4
US745235K834,2019Q4
US5246431036,2019Q4
KYG6455A1076,2019Q4
USU0075AAA26,2019Q4
US4578673075,2019Q4
US30734W1099,2019Q4
US745235ZL86,2019Q4
US8467841065,2019Q4
USU8605AAA44,2019Q4
US90069K1043,2019Q4
US36251A1079,2019Q4
US17143G1067,2019Q4
US50201G2057,2019Q4
US4578671095,2019Q4
KYG5463L1059,2019Q4
US00165R1014,2019Q4
US745235A272,2019Q4
US3827881075,2019Q4
US31811A1016,2019Q4
KYG785162036,2019Q4
KYG8136L1225,2019Q4
US747798AA42,2019Q4
US68839R4011,2019Q4
US85236Q2084,2019Q4
KYG3770A1105,2019Q4
US0894821034,2019Q4
VGG0120M1335,2019Q4
USY21898AA20,2019Q4
US74621Q1067,2019Q4
US6290761005,2019Q4
KYG2571G1516,2019Q4
KYG2571G6234,2019Q4
XD0247589886,2019Q4
USC83ESC9C60,2019Q4
XD0033754587,2019Q4
CA0783147055,2019Q4
XS1522920740,2019Q4
GB00B42CTW68,2019Q4
US87105M1027,2019Q4
EU0009658426,2019Q4
US72582K1007,2019Q4
KYG0539W1024,2019Q4
US11135B1180,2019Q4
US74732WAA71,2019Q4
US23282WAA80,2019Q4
US897888AB94,2019Q4
CA86860JAD87,2019Q4
US70932AAC71,2019Q4
CA001181AF38,2019Q4
XS1698001465,2019Q4
XS2027394316,2019Q4
XS1684779454,2019Q4
XS0304909673,2019Q4
XS1684777912,2019Q4
XS1423751418,2019Q4
KYG3770A1022,2019Q4
US0042852014,2019Q4
US68373P1003,2019Q4
US83406B2007,2019Q4
US74349F2002,2019Q4
US02156BAE39,2019Q4
US03212A2042,2019Q4
US00436Q1141,2019Q4
US68632T1097,2019Q4
US68632T1170,2019Q4
US12558Y2054,2019Q4
KYG0232J1278,2019Q4
CA625284AC82,2019Q4
CA00762VAF63,2019Q4
US021369AA17,2019Q4
US4833791118,2019Q4
US387328AA53,2019Q4
VGG0120M1178,2019Q4
US12528N1072,2019Q4
VGG4603R1148,2019Q4
US64822P2056,2019Q4
USG6868TAA54,2019Q4
US92766K1144,2019Q4
US98954MAF86,2019Q4
CA16106R1257,2019Q4
US88633A1079,2019Q4
QT0209705547,2019Q4
QT0209888483,2019Q4
QT0209471710,2019Q4
KYG257306913,2019Q4
XS2078324485,2019Q4
YY0022508188,2019Q4
US58953M1062,2019Q4
US46333XAE85,2019Q4
US42227L2016,2019Q4
US58953M1146,2019Q4
KYG5510C1244,2019Q4
VGG8959N1069,2019Q4
US6097541063,2019Q4
CA349915AA62,2019Q4
SGXDB0039675,2019Q4
US74526QE326,2019Q4
US87167A1034,2019Q4
KYG6485P1248,2019Q4
KYG0080J1040,2019Q4
US3180852069,2019Q4
US55303C1018,2019Q4
KYG1611B1150,2019Q4
CA255331AA83,2019Q4
XS1181663292,2019Q4
KYG1611B1077,2019Q4
US42227C1100,2019Q4
KYG9402Q1266,2019Q4
CA74061AAG37,2019Q4
KYG9402Q1001,2019Q4
CA361569AA41,2019Q4
US090040AA43,2019Q4
CA45790BAD60,2019Q4
US39678G1114,2019Q4
US39678G1031,2019Q4
VGG8708A1084,2019Q4
US98426TAE64,2019Q4
US28138X1037,2019Q4
MHY378281296,2019Q4
CA0863441089,2019Q4
US05586Y1148,2019Q4
US51476X1054,2019Q4
US0894821299,2019Q4
CA8642961087,2019Q4
US04683P1003,2019Q4
KYG3362K1461,2019Q4
US50200K1088,2019Q4
KYG3362K1040,2019Q4
US89628U1088,2019Q4
US8388841046,2019Q4
US42087L1017,2019Q4
KYG3362K1123,2019Q4
KYG889501378,2019Q4
US90070A1034,2019Q4
VGG0120M1251,2019Q4
US68632T2087,2019Q4
CA58810P1027,2019Q4
US70957E1212,2019Q4
US01749N1292,2019Q4
VGG4603R1304,2019Q4
US3828722088,2019Q4
US48242A1209,2019Q4
VGG350061328,2019Q4
US74317H1216,2019Q4
KYG3165V1095,2019Q4
US3750361269,2019Q4
US74317H1059,2019Q4
US92243N2027,2019Q4
US52539T1079,2019Q4
VGG8708A1167,2019Q4
US25258L2088,2019Q4
US68632T1253,2019Q4
US3750361004,2019Q4
VGG0120M1095,2019Q4
US34986F1030,2019Q4
US90069K2033,2019Q4
CA7063277239,2019Q4
GB00H7NBF184,2019Q4
USU2481AAJ70,2019Q4
US749772AC38,2019Q4
US141337AB11,2019Q4
US92886TAH59,2019Q4
US0017651060,2019Q4
US98426TAC09,2019Q4
US74736LAC37,2019Q4
US743424AE31,2019Q4
US74346YAE32,2019Q4
US74017N1054,2019Q4
US48242WAB28,2019Q4
US92537N2071,2019Q4
US69290Y1091,2019Q4
CA25381D1078,2019Q4
USG9420RAA44,2019Q4
VGG2761A1057,2019Q4
US03823UAB89,2019Q4
US0303821138,2019Q4
US00653Q1105,2019Q4
US698884AD56,2019Q4
VGG7864D1125,2019Q4
DE000C360PW8,2019Q4
FRENX5954990,2019Q4
GB00H1S54Y90,2019Q4
GB00H1R4B574,2019Q4
GB00H1QMN454,2019Q4
GB00H1S54X83,2019Q4
GB00H1QMN561,2019Q4
GB00H1R4B244,2019Q4
DE000C3ZZTH9,2019Q4
DE000C3ZZTJ5,2019Q4
DE000C3ZZTM9,2019Q4
GB00H1K80T36,2019Q4
GB00H1JWR517,2019Q4
SGXDB0160190,2019Q4
IT0015394957,2019Q4
IE00BYRGQJ92,2019Q4
US00190B1136,2019Q4
US5730151124,2019Q4
XS1836396330,2019Q4
KY92850FAA20,2019Q4
US00485YAB56,2019Q4
US00973XAC48,2019Q4
US62983QAL77,2019Q4
XS2066695433,2019Q4
XS1534122517,2019Q4
XS2017789483,2019Q4
US666842AB56,2019Q4
US04921AAA34,2019Q4
US04921QAA85,2019Q4
US38123FAB40,2019Q4
US45833UAE10,2019Q4
US011395AE04,2019Q4
US10260PAB40,2019Q4
US33975CAC91,2019Q4
US49407PAD24,2019Q4
US13947LAA08,2019Q4
US49407PAC41,2019Q4
US04227FAB13,2019Q4
US608800AC24,2019Q4
US33975CAA36,2019Q4
US76120FAB76,2019Q4
US577092AC36,2019Q4
US35922QAA13,2019Q4
US666842AC30,2019Q4
US577092AB52,2019Q4
US562011AA46,2019Q4
XS2082419669,2019Q4
US04227FAA30,2019Q4
NL0013547508,2019Q4
NL0013547532,2019Q4
ID1000112709,2019Q4
TH37400529R2,2019Q4
US3128PQZU80,2019Q4
US36206CG376,2019Q4
US60467P9M85,2019Q4
US36206CJF77,2019Q4
US36206EQF50,2019Q4
US83615EAP79,2019Q4
US60467P9G18,2019Q4
US419792VJ24,2019Q4
US79739GLC86,2019Q4
US64990FMD32,2019Q4
US63580R1068,2019Q4
US4521525M90,2019Q4
ID1000112105,2019Q4
US6461363Z22,2019Q4
US60412AGR86,2019Q4
US13063B4U36,2019Q4
US57582RRD07,2019Q4
US73358WCM47,2019Q4
QT0512944015,2019Q4
US452152YA33,2019Q4
US83615EAM49,2019Q4
US31418C7M01,2019Q4
US59334PHM23,2019Q4
US544445MX49,2019Q4
US07133AHK16,2019Q4
US13077DHE58,2019Q4
US79625GBL68,2019Q4
US882854Z213,2019Q4
US779240NT35,2019Q4
US442331J888,2019Q4
US544435K585,2019Q4
US70914PQX32,2019Q4
US6500357V45,2019Q4
US419792PA88,2019Q4
US59261AWZ64,2019Q4
US18085PSK11,2019Q4
US574193LN68,2019Q4
US13033WKV45,2019Q4
US3617GCTC85,2019Q4
US5446463R15,2019Q4
US645916Z424,2019Q4
US64972HG229,2019Q4
US61946M1009,2019Q4
US74112BAJ44,2019Q4
US13077CY991,2019Q4
US13063DSC38,2019Q4
US218CVR9187,2019Q4
US419792VD53,2019Q4
US3128MCQX61,2019Q4
US196707RG05,2019Q4
US59333P4A32,2019Q4
US25476FXR45,2019Q4
US79574CDY66,2019Q4
US57582RSR83,2019Q4
US64971XKN74,2019Q4
US6262074H42,2019Q4
US562011AB29,2019Q4
US64966QBB59,2019Q4
US116475T531,2019Q4
US235219FL17,2019Q4
US13068GPA84,2019Q4
US190335JZ39,2019Q4
KYG257304363,2019Q4
US59447PNE78,2019Q4
US04780TCL61,2019Q4
US64577B5F72,2019Q4
US646140AT08,2019Q4
KG0101170429,2019Q4
US64966L4T55,2019Q4
